Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-state,ship-country,B2B,fulfilled-by
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XL,Shipped,1,INR,807.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,S,Shipped,1,INR,599.0,CHHATTISGARH,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,835.0,JHARKHAND,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XL,Shipped,1,INR,533.0,TELANGANA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XXL,Shipped,1,INR,459.0,TELANGANA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XXL,Shipped,1,INR,283.0,TELANGANA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,XXL,Shipped,1,INR,518.0,Gujarat,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,S,Shipped,1,INR,526.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,S,Shipped,1,INR,353.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,S,Shipped,1,INR,574.0,KERALA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,1,INR,729.0,RAJASTHAN,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,3XL,Shipped,1,INR,579.0,Goa,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,1,INR,0.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XXL,Shipped,1,INR,562.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,M,Shipped,1,INR,446.0,HARYANA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XXL,Shipped,1,INR,399.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Set,M,Shipped,1,INR,788.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,L,Shipped,1,INR,459.0,UTTAR PRADESH,IN,True,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,1,INR,0.0,BIHAR,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,1,INR,969.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,L,Shipped,1,INR,474.0,MADHYA PRADESH,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XXL,Shipped,1,INR,517.0,TAMIL NADU,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,666.0,TAMIL NADU,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XXL,Shipped,1,INR,295.0,Gujarat,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,1,INR,545.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,1,INR,563.0,TELANGANA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XL,Shipped,1,INR,744.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Set,S,Shipped,1,INR,1173.0,JHARKHAND,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,1,INR,0.0,RAJASTHAN,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,1,INR,654.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,1,INR,1099.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,1,INR,0.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,XL,Shipped,1,INR,299.0,ASSAM,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,L,Shipped,1,INR,517.0,Gujarat,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XL,Shipped,1,INR,458.0,UTTAR PRADESH,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XXL,Shipped,1,INR,486.0,ANDHRA PRADESH,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XXL,Shipped,1,INR,0.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blouse,M,Shipped,1,INR,625.0,ANDHRA PRADESH,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,1,INR,662.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,M,Shipped,1,INR,329.0,DELHI,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,0.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,1,INR,852.0,CHHATTISGARH,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,824.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,M,Shipped,1,INR,442.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,L,Shipped,1,INR,442.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,S,Shipped,1,INR,568.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,1,INR,759.0,DELHI,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XL,Shipped,1,INR,534.0,RAJASTHAN,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,1,INR,660.0,Gujarat,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Bottom,XL,Shipped,1,INR,518.0,TAMIL NADU,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XXL,Shipped,1,INR,299.0,UTTAR PRADESH,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,3XL,Shipped,1,INR,345.0,UTTAR PRADESH,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,3XL,Shipped,1,INR,368.0,UTTAR PRADESH,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XXL,Shipped,1,INR,368.0,UTTAR PRADESH,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,0.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,L,Shipped,1,INR,458.0,TAMIL NADU,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,3XL,Shipped,1,INR,342.0,ANDHRA PRADESH,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,L,Shipped,1,INR,0.0,UTTAR PRADESH,IN,False,Easy Ship
2022-04-29,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Top,XS,Shipped,1,INR,359.0,TRIPURA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,L,Shipped,1,INR,329.0,Delhi,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,1,INR,597.0,PUNJAB,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,1,INR,1033.0,RAJASTHAN,IN,False,Easy Ship
2022-04-29,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Set,XS,Shipped,1,INR,771.0,HARYANA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,S,Shipped,1,INR,721.0,PUDUCHERRY,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,3XL,Shipped,1,INR,319.0,TAMIL NADU,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,3XL,Shipped,1,INR,549.0,TAMIL NADU,IN,False,Easy Ship
2022-04-29,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,kurta,M,Shipped,1,INR,459.0,Gujarat,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,3XL,Shipped,1,INR,771.0,TELANGANA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,S,Shipped,1,INR,574.0,TAMIL NADU,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XL,Shipped,1,INR,363.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,M,Shipped,1,INR,568.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,S,Shipped,1,INR,432.0,WEST BENGAL,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,1,INR,759.0,DELHI,IN,True,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XL,Shipped,1,INR,744.0,TAMIL NADU,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,L,Shipped,1,INR,690.0,DELHI,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,1,INR,995.0,WEST BENGAL,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,1,INR,1173.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,3XL,Shipped,1,INR,568.0,Gujarat,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,680.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,M,Shipped,1,INR,499.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,1,INR,449.0,ANDHRA PRADESH,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,S,Shipped,1,INR,432.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,M,Shipped,1,INR,459.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Top,M,Shipped,1,INR,518.0,RAJASTHAN,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XL,Shipped,1,INR,299.0,KERALA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,3XL,Shipped,1,INR,363.0,KERALA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,3XL,Shipped,1,INR,353.0,KERALA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,534.0,TAMIL NADU,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,1,INR,666.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,L,Shipped,1,INR,342.0,KERALA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,M,Shipped,1,INR,406.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XXL,Shipped,1,INR,280.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,M,Shipped,1,INR,518.0,UTTAR PRADESH,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,654.0,WEST BENGAL,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Bottom,3XL,Shipped,1,INR,360.0,WEST BENGAL,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,1,INR,725.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,M,Shipped,1,INR,295.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,1,INR,1163.0,UTTAR PRADESH,IN,True,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,1,INR,563.0,UTTAR PRADESH,IN,True,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,1,INR,696.0,Gujarat,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,L,Shipped,1,INR,442.0,TELANGANA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,548.0,WEST BENGAL,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XXL,Shipped,1,INR,568.0,DELHI,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,S,Shipped,1,INR,363.0,WEST BENGAL,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,1,INR,1099.0,MADHYA PRADESH,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,824.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,1,INR,563.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,1,INR,852.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,1,INR,801.0,TAMIL NADU,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Ethnic Dress,3XL,Shipped,1,INR,791.0,WEST BENGAL,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,1,INR,477.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,L,Shipped,1,INR,363.0,KERALA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,3XL,Shipped,1,INR,353.0,TELANGANA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,548.0,ANDHRA PRADESH,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,L,Shipped,1,INR,791.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,1,INR,1186.0,ODISHA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,1,INR,1099.0,KARNATAKA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XXL,Shipped,1,INR,568.0,Gujarat,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,3XL,Shipped,1,INR,859.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,kurta,M,Shipped,1,INR,399.0,TELANGANA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XL,Shipped,1,INR,0.0,TAMIL NADU,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,M,Shipped,1,INR,495.0,TELANGANA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,L,Shipped,1,INR,487.0,UTTAR PRADESH,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,1,INR,1149.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,L,Shipped,1,INR,280.0,UTTARAKHAND,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,575.0,KERALA,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,1,INR,968.0,UTTARAKHAND,IN,False,Easy Ship
2022-04-29,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XL,Shipped,1,INR,487.0,ANDHRA PRADESH,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,S,Shipped,1,INR,487.0,TAMIL NADU,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,1,INR,478.0,TAMIL NADU,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XXL,Shipped,1,INR,329.0,WEST BENGAL,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,3XL,Shipped,1,INR,859.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,1,INR,911.0,UTTAR PRADESH,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,696.0,CHHATTISGARH,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,1,INR,759.0,TAMIL NADU,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,1,INR,788.0,TAMIL NADU,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,M,Shipped,1,INR,999.0,Gujarat,IN,False,Easy Ship
2022-04-28,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,kurta,XL,Shipped,1,INR,318.0,TELANGANA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,L,Shipped,1,INR,499.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,1,INR,631.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,1,INR,449.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,1,INR,999.0,HARYANA,IN,False,Easy Ship
2022-04-28,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Ethnic Dress,L,Shipped,1,INR,899.0,TELANGANA,IN,False,Easy Ship
2022-04-28,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,545.0,WEST BENGAL,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,3XL,Shipped,1,INR,791.0,KARNATAKA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XS,Shipped,1,INR,791.0,UTTAR PRADESH,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,1,INR,759.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XL,Shipped,1,INR,568.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XS,Shipped,1,INR,364.0,HIMACHAL PRADESH,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XL,Shipped,1,INR,825.0,ASSAM,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,M,Shipped,1,INR,771.0,Gujarat,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,1,INR,995.0,KARNATAKA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,1,INR,0.0,HARYANA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,1,INR,666.0,KARNATAKA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,1,INR,696.0,ASSAM,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,M,Shipped,1,INR,612.0,TELANGANA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,654.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,1,INR,635.0,UTTAR PRADESH,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,1,INR,635.0,HIMACHAL PRADESH,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XL,Shipped,1,INR,316.0,TELANGANA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XXL,Shipped,1,INR,666.0,DELHI,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,1,INR,1099.0,WEST BENGAL,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XXL,Shipped,1,INR,1186.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,XL,Shipped,1,INR,399.0,MADHYA PRADESH,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,S,Shipped,1,INR,329.0,KARNATAKA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XL,Shipped,1,INR,631.0,HARYANA,IN,False,Easy Ship
2022-04-28,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Top,XXL,Shipped,1,INR,0.0,MAHARASHTRA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Western Dress,XS,Shipped,1,INR,791.0,TELANGANA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,XS,Shipped,1,INR,599.0,CHHATTISGARH,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Top,M,Shipped,1,INR,751.0,GOA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,3XL,Shipped,1,INR,599.0,Gujarat,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,S,Shipped,1,INR,751.0,CHHATTISGARH,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,0.0,DELHI,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,0.0,KARNATAKA,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Set,L,Shipped,1,INR,563.0,PUNJAB,IN,False,Easy Ship
2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,kurta,L,Shipped,1,INR,406.0,PUNJAB,IN,False,Easy Ship
